v1,v2 
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6116638 Last chance to take the prize.
ham,And he's apparently bffs with carly quick now
ham,Love you aathi..love u lot..
ham,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,It certainly puts things into perspective when something like this happens
ham,Yeah that's the impression I got
ham,Where do you need to go to get it?
ham,Neshanth..tel me who r u?
ham,645
ham,* You gonna ring this weekend or wot?
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6181fea Last chance to take the prize.
spam,Candy: Candy created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/8gNEPc
ham,Ok then i will come to ur home after half an hour
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,I want snow. It's just freezing and windy.
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=549b027 Last chance to take the prize.
ham,K go and sleep well. Take rest:-).
ham,That's y we haf to combine n c how lor...
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,I‰Û÷ll have a look at the frying pan in case it‰Û÷s cheap or a book perhaps. No that‰Û÷s silly a frying pan isn‰Û÷t likely to be a book
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.click/AIa9W?id=581564d
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.gifts/AIa9W?id=57323e0
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,He needs to stop going to bed and make with the fucking dealing
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=613d1c4 Last chance to take the prize.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6196de1 Last chance to take the prize.
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=4e02990&cid=openinfo"
ham,"Haha awesome, omw back now then"
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
spam,"Congratulations! 💥💥💥 You аrе one оf the 100 users we hаvе sеlectеd tо try to win the iPad PRO. Rеcеive NОW ➡➡➡ http://prizeforyou.online/"
ham,Headin towards busetop
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6126626 Last chance to take the prize.
ham,Hey so whats the plan this sat? 
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=60782df
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,HAPPY NEW YEAR MY NO.1 MAN
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/5SO9c?id=561c4fd
ham,what are your new years plans?
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5bdb5de
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Ok set let u noe e details later...
ham,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
ham,Shall i come to get pickle
ham,"Sorry, I'll call later"
spam,Laura: Laura created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/aBvBGQ
spam,"Official GM: Cоngratulatiоns! 💥💥💥 Yоu are one of the 100 usеrs wе hаve selectеd to try tо win thе iPad PRO. Rеcеivе NОW ➡➡➡ www.prizeforapple.online"
ham,PICK UR FONE UP NOW U DUMB?
ham,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,Carlos'll be here in a minute if you still need to buy
spam,Congratulations! 💥💥💥 Yоu arе оne оf the 100 usеrs we have sеleсted to try to win the iPad РRO. Recеive Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=35225819
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=613e854 Last chance to take the prize.
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5b4ba6f
spam,Сongratulations! 💥💥💥 You arе оne of the 100 usеrs wе havе sеleсtеd tо try tо win thе iРhonе 12 PRO. Reсeive Now ➡️➡️➡️  http://groupme.gotoprize.tk/i12_WOZ5J?winner=8848366
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/5SO9c?id=5726117
ham,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
spam,Cоngratulatiоns! 💥💥💥 You arе оnе of the 100 users we havе selеctеd to try to win the iPhonе 12 РRО. Reсeivе Nоw ➡️➡️➡️  http://groupme.gotoprize.ga/i12_WOZ5J?winner=6985651
ham,Big brother‰Û÷s really scraped the barrel with this shower of social misfits
ham,I AM AT THE GAS STATION. GO THERE.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.gifts/AIa9W?id=568916d
ham,"How long before you get reply, just defer admission til next semester"
spam,Hellо! Wе sеnt yоu a FREЕ iРhone 11 Рro Congratulatiоns! Claim nоw. 💥💥💥 ➡ http://groupme.wintoday.cf/eMp0R?winner=68464202
ham,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,"No my blankets are sufficient, thx"
ham,Send me the new number
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=471feeb&cid=openinfo"
ham,Why are u up so early?
ham,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
spam,Сongratulatiоns! 💥💥💥 Yоu arе оnе оf the 100 usеrs we have selеctеd to try to win thе iPad РRО. Rесеivе Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=33958324
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,So what did the bank say about the money?
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,No need lar i go engin? Cos my sis at arts today...
spam,Christmas gift! 🎄 🎄 🎄 You arе one оf thе 10 users wе have selectеd tо try to win thе Аpрlе iPad Prо (2021) + Magic Keybоard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=51abda4 Hurry uр tо pick uр the prize within a day! ⏳⏳⏳
spam,Congratulations! 💥💥💥 Yоu arе оnе оf thе 100 users wе havе sеleсtеd tо try to win the iРad РRO. Recеive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=27324673
ham,Huh i cant thk of more oredi how many pages do we have?
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=612cca1 Last chance to take the prize.
ham,I'm in chennai velachery:)
spam,Cоngratulatiоns! 💥💥💥 You arе оnе оf the 100 usеrs wе havе sеleсtеd to try tо win thе iPhonе 12 РRO. Receive Now ➡️➡️➡️  http://groupme.takeprizenow.tk/95FnE?winner=81554790
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=61714a6 Last chance to take the prize.
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,"Aight, can you text me the address?"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=614774e Last chance to take the prize.
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
ham,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,"St andre, virgil's cream"
ham,Hi good mornin.. Thanku wish u d same..
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
ham,Audrie lousy autocorrect
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Understand. his loss is my gain :) so do you work? School?
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5f65f30
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Er mw im filled tuth is aight
ham,yes baby! I need to stretch open your pussy!
ham,\Wen u miss someone
ham,Ok... Then r we meeting later?
ham,Cramps stopped. Going back to sleep
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=451b405&cid=openinfo"
